date,facility_id,facility_name,facility_type,location,drug_id,drug_name,category,current_stock,min_stock,daily_usage,lead_time_days,expected_usage,stock_after_lead_time,shortage_flag,month,season
3/1/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,194,27,13,9,123,73,FALSE,3,Spring
1/16/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,209,37,8,2,16,203,FALSE,1,Winter
6/18/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,120,61,2,1,0,115,FALSE,6,Summer
2/2/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,301,34,4,14,57,226,FALSE,2,Winter
5/30/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,122,72,9,6,58,62,FALSE,5,Spring
1/1/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,146,74,6,3,15,129,FALSE,1,Winter
2/14/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,60,61,2,3,8,57,FALSE,2,Winter
3/1/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,170,21,7,5,32,140,FALSE,3,Spring
4/17/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,279,26,4,8,30,241,FALSE,4,Spring
5/11/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,60,49,18,4,72,0,FALSE,5,Spring
6/17/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,273,39,16,11,181,100,FALSE,6,Summer
5/2/2024,1,cairo general hospital,hospital,cairo,101,paracetamol,painkiller,211,47,4,8,40,173,FALSE,5,Spring
1/19/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,46,38,6,2,20,45,FALSE,1,Winter
6/8/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,295,64,12,7,76,206,FALSE,6,Summer
3/16/2024,5,alex central hospital,hospital,alexandria,105,aspirin,cardio,239,53,15,2,32,209,FALSE,3,Spring
6/16/2024,6,delta medical center,clinic,mansoura,101,paracetamol,painkiller,289,66,7,7,52,240,FALSE,6,Summer
4/15/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,186,72,16,7,111,64,FALSE,4,Spring
1/25/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,169,47,12,11,128,38,FALSE,1,Winter
2/9/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,250,24,4,14,53,198,FALSE,2,Winter
4/20/2024,1,cairo general hospital,hospital,cairo,101,paracetamol,painkiller,60,66,13,13,172,0,FALSE,4,Spring
1/16/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,301,54,12,11,132,167,FALSE,1,Winter
3/31/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,229,74,3,5,16,208,FALSE,3,Spring
3/31/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,60,55,18,4,72,0,FALSE,3,Spring
5/3/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,122,76,5,6,29,98,FALSE,5,Spring
1/30/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,150,56,9,13,115,36,FALSE,1,Winter
6/8/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,298,21,10,1,13,280,FALSE,6,Summer
6/28/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,169,78,12,6,62,102,FALSE,6,Summer
2/6/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,301,62,14,2,26,269,FALSE,2,Winter
6/11/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,22,24,17,4,72,0,FALSE,6,Summer
4/26/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,187,31,13,5,70,122,FALSE,4,Spring
5/25/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,57,77,3,3,9,46,FALSE,5,Spring
1/13/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,45,37,16,11,174,0,FALSE,1,Winter
6/4/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,239,45,11,4,39,197,FALSE,6,Summer
3/29/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,231,27,11,11,121,110,FALSE,3,Spring
5/4/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,280,61,11,1,16,270,FALSE,5,Spring
6/2/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,42,19,8,5,43,0,FALSE,6,Summer
3/6/2024,2,el amal pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,158,41,5,1,2,149,FALSE,3,Spring
4/20/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,102,27,14,9,128,0,FALSE,4,Spring
5/8/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,298,74,13,2,17,269,FALSE,5,Spring
1/11/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,236,21,16,2,34,203,FALSE,1,Winter
4/19/2024,3,giza health center,clinic,giza,105,aspirin,cardio,222,65,15,5,75,140,FALSE,4,Spring
1/6/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,173,29,16,14,231,0,FALSE,1,Winter
1/23/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,230,76,5,4,15,218,FALSE,1,Winter
4/12/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,276,24,14,14,197,75,FALSE,4,Spring
3/27/2024,3,giza health center,clinic,giza,106,metformin,diabetes,119,41,7,2,13,103,FALSE,3,Spring
1/30/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,288,51,8,13,103,180,FALSE,1,Winter
6/14/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,77,35,5,3,17,67,FALSE,6,Summer
2/14/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,90,68,4,3,6,73,FALSE,2,Winter
4/28/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,293,68,20,8,165,133,FALSE,4,Spring
6/13/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,168,76,12,3,39,127,FALSE,6,Summer
4/30/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,239,61,11,13,149,103,FALSE,4,Spring
1/15/2024,3,giza health center,clinic,giza,105,aspirin,cardio,189,52,4,5,23,168,FALSE,1,Winter
1/10/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,36,42,11,2,26,13,FALSE,1,Winter
6/6/2024,6,delta medical center,clinic,mansoura,101,paracetamol,painkiller,273,44,16,10,160,116,FALSE,6,Summer
1/11/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,238,79,20,11,223,19,FALSE,1,Winter
6/3/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,250,53,6,1,0,244,FALSE,6,Summer
3/28/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,58,53,7,1,7,45,FALSE,3,Spring
4/22/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,236,51,18,10,184,59,FALSE,4,Spring
4/5/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,149,45,15,13,193,0,FALSE,4,Spring
6/2/2024,3,giza health center,clinic,giza,106,metformin,diabetes,37,70,12,2,30,16,FALSE,6,Summer
5/22/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,208,38,10,12,120,80,FALSE,5,Spring
2/8/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,180,26,20,11,224,0,FALSE,2,Winter
3/20/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,210,28,5,5,16,190,FALSE,3,Spring
6/13/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,173,71,6,11,61,107,FALSE,6,Summer
6/24/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,283,26,15,9,135,143,FALSE,6,Summer
4/2/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,174,33,8,6,49,118,FALSE,4,Spring
2/27/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,77,30,4,5,22,57,FALSE,2,Winter
5/18/2024,1,cairo general hospital,hospital,cairo,105,aspirin,cardio,281,23,11,13,151,126,FALSE,5,Spring
6/1/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,212,29,7,3,19,178,FALSE,6,Summer
2/12/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,236,22,15,6,90,147,FALSE,2,Winter
3/1/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,236,59,11,13,144,96,FALSE,3,Spring
2/29/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,279,34,11,13,143,138,FALSE,2,Winter
4/4/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,235,49,11,13,147,92,FALSE,4,Spring
5/15/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,218,28,8,13,107,132,FALSE,5,Spring
3/5/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,40,62,17,14,235,0,FALSE,3,Spring
1/27/2024,3,giza health center,clinic,giza,105,aspirin,cardio,273,73,5,5,22,244,FALSE,1,Winter
3/10/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,238,76,18,3,48,188,FALSE,3,Spring
2/26/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,240,76,13,1,13,230,FALSE,2,Winter
4/11/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,270,43,9,7,66,198,FALSE,4,Spring
2/27/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,20,41,6,14,70,0,FALSE,2,Winter
3/26/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,82,27,3,5,14,70,FALSE,3,Spring
2/5/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,251,49,2,2,0,246,FALSE,2,Winter
2/25/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,79,55,18,7,121,0,FALSE,2,Winter
3/1/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,169,25,3,4,9,152,FALSE,3,Spring
6/8/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,253,24,5,14,71,173,FALSE,6,Summer
5/17/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,13,60,18,10,178,0,FALSE,5,Spring
2/6/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,162,48,2,10,27,135,FALSE,2,Winter
5/26/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,224,30,4,9,33,177,FALSE,5,Spring
5/14/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,283,51,18,9,162,126,FALSE,5,Spring
4/30/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,37,61,13,6,81,0,FALSE,4,Spring
1/5/2024,3,giza health center,clinic,giza,106,metformin,diabetes,193,69,4,6,21,172,FALSE,1,Winter
6/17/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,67,67,20,12,239,0,FALSE,6,Summer
1/12/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,192,54,12,14,163,20,FALSE,1,Winter
6/24/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,240,65,17,11,187,59,FALSE,6,Summer
1/17/2024,2,el amal pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,239,23,11,4,41,202,FALSE,1,Winter
1/11/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,169,80,11,9,100,70,FALSE,1,Winter
5/1/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,136,21,8,5,42,94,FALSE,5,Spring
6/16/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,180,37,5,13,60,118,FALSE,6,Summer
4/12/2024,3,giza health center,clinic,giza,104,insulin,diabetes,234,76,14,6,87,154,FALSE,4,Spring
6/26/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,265,44,18,5,92,171,FALSE,6,Summer
4/18/2024,1,cairo general hospital,hospital,cairo,106,metformin,diabetes,48,47,6,9,63,0,FALSE,4,Spring
1/27/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,52,40,11,5,51,0,FALSE,1,Winter
4/19/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,95,63,16,6,96,4,FALSE,4,Spring
3/31/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,230,38,3,2,9,226,FALSE,3,Spring
4/13/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,197,52,7,1,4,184,FALSE,4,Spring
6/22/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,236,21,6,2,15,237,FALSE,6,Summer
4/3/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,199,43,20,1,18,174,FALSE,4,Spring
6/22/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,240,79,13,6,78,160,FALSE,6,Summer
5/26/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,75,51,13,7,96,0,FALSE,5,Spring
3/12/2024,3,giza health center,clinic,giza,106,metformin,diabetes,139,25,2,12,26,110,FALSE,3,Spring
5/12/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,212,77,19,2,40,176,FALSE,5,Spring
6/29/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,241,33,11,12,129,115,FALSE,6,Summer
2/1/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,78,74,4,8,30,44,FALSE,2,Winter
4/23/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,58,71,12,11,129,0,FALSE,4,Spring
1/17/2024,3,giza health center,clinic,giza,106,metformin,diabetes,291,54,11,5,57,233,FALSE,1,Winter
6/28/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,98,70,14,9,115,0,FALSE,6,Summer
2/21/2024,2,el amal pharmacy,pharmacy,cairo,101,paracetamol,painkiller,80,34,17,1,14,59,FALSE,2,Winter
5/26/2024,3,giza health center,clinic,giza,105,aspirin,cardio,196,48,19,3,56,132,FALSE,5,Spring
1/17/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,166,45,17,9,151,33,FALSE,1,Winter
5/27/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,48,28,12,11,130,0,FALSE,5,Spring
4/29/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,278,43,5,14,82,188,FALSE,4,Spring
5/30/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,97,70,6,7,41,62,FALSE,5,Spring
2/1/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,274,29,11,3,32,240,FALSE,2,Winter
2/27/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,185,79,18,5,93,97,FALSE,2,Winter
2/20/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,288,37,6,11,67,222,FALSE,2,Winter
5/16/2024,3,giza health center,clinic,giza,105,aspirin,cardio,59,52,7,10,74,0,FALSE,5,Spring
2/13/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,184,73,20,1,24,164,FALSE,2,Winter
1/12/2024,1,cairo general hospital,hospital,cairo,101,paracetamol,painkiller,146,61,8,13,108,40,FALSE,1,Winter
6/7/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,27,51,19,5,92,0,FALSE,6,Summer
5/3/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,137,71,14,5,73,70,FALSE,5,Spring
6/25/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,39,29,16,7,113,0,FALSE,6,Summer
2/22/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,179,60,6,6,35,152,FALSE,2,Winter
3/29/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,224,28,13,9,120,94,FALSE,3,Spring
3/22/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,135,50,5,5,23,97,FALSE,3,Spring
2/6/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,58,23,11,7,79,0,FALSE,2,Winter
3/4/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,94,71,12,10,122,0,FALSE,3,Spring
2/18/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,93,49,18,8,145,0,FALSE,2,Winter
5/7/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,24,27,14,9,125,0,FALSE,5,Spring
2/25/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,190,23,3,5,20,174,FALSE,2,Winter
6/16/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,250,39,19,1,14,230,FALSE,6,Summer
2/4/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,148,65,13,13,169,0,FALSE,2,Winter
1/12/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,210,22,20,9,179,27,FALSE,1,Winter
5/21/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,159,26,14,9,125,18,FALSE,5,Spring
3/12/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,66,29,5,7,33,35,FALSE,3,Spring
5/22/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,193,70,6,4,26,168,FALSE,5,Spring
4/12/2024,5,alex central hospital,hospital,alexandria,105,aspirin,cardio,263,22,3,1,5,259,FALSE,4,Spring
3/26/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,248,55,16,3,45,203,FALSE,3,Spring
2/5/2024,5,alex central hospital,hospital,alexandria,105,aspirin,cardio,182,78,12,3,39,139,FALSE,2,Winter
3/17/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,186,52,18,9,158,24,FALSE,3,Spring
5/24/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,159,50,2,6,10,150,FALSE,5,Spring
1/29/2024,3,giza health center,clinic,giza,106,metformin,diabetes,230,57,11,13,140,76,FALSE,1,Winter
6/10/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,24,59,16,5,81,0,FALSE,6,Summer
5/27/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,131,67,3,10,32,103,FALSE,5,Spring
5/14/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,207,29,9,1,4,206,FALSE,5,Spring
1/29/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,112,21,16,6,94,6,FALSE,1,Winter
4/15/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,116,46,18,13,228,0,FALSE,4,Spring
1/16/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,75,52,8,9,74,2,FALSE,1,Winter
5/2/2024,3,giza health center,clinic,giza,106,metformin,diabetes,286,45,12,3,38,235,FALSE,5,Spring
3/28/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,290,42,10,10,100,194,FALSE,3,Spring
3/4/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,154,55,11,4,44,107,FALSE,3,Spring
6/29/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,119,62,17,6,100,22,FALSE,6,Summer
5/23/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,148,39,5,10,48,98,FALSE,5,Spring
4/7/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,216,71,13,13,169,41,FALSE,4,Spring
1/11/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,160,66,4,6,26,144,FALSE,1,Winter
3/6/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,251,33,8,14,116,135,FALSE,3,Spring
5/23/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,148,28,5,10,48,101,FALSE,5,Spring
3/2/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,135,23,19,4,73,52,FALSE,3,Spring
1/14/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,62,47,12,12,147,0,FALSE,1,Winter
6/23/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,84,21,19,3,55,22,FALSE,6,Summer
5/1/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,250,60,8,13,103,149,FALSE,5,Spring
3/14/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,48,77,4,11,41,0,FALSE,3,Spring
5/16/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,32,78,7,7,47,0,FALSE,5,Spring
4/11/2024,2,el amal pharmacy,pharmacy,cairo,101,paracetamol,painkiller,252,32,11,1,16,244,FALSE,4,Spring
5/25/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,68,79,13,5,64,1,FALSE,5,Spring
5/19/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,281,52,6,14,83,198,FALSE,5,Spring
3/10/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,112,72,5,6,31,78,FALSE,3,Spring
4/27/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,139,64,7,1,10,138,FALSE,4,Spring
3/16/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,303,63,8,3,21,271,FALSE,3,Spring
4/13/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,233,51,12,2,21,206,FALSE,4,Spring
1/25/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,112,27,17,6,104,2,FALSE,1,Winter
3/7/2024,2,el amal pharmacy,pharmacy,cairo,101,paracetamol,painkiller,217,35,16,13,209,1,FALSE,3,Spring
3/18/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,16,36,12,12,154,0,FALSE,3,Spring
6/19/2024,2,el amal pharmacy,pharmacy,cairo,101,paracetamol,painkiller,72,49,11,3,31,48,FALSE,6,Summer
5/8/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,158,64,5,11,58,118,FALSE,5,Spring
6/6/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,115,33,6,8,46,80,FALSE,6,Summer
6/4/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,203,47,19,8,154,42,FALSE,6,Summer
2/25/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,139,63,4,9,38,103,FALSE,2,Winter
6/29/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,205,23,20,2,33,148,FALSE,6,Summer
5/9/2024,1,cairo general hospital,hospital,cairo,105,aspirin,cardio,110,55,19,3,59,61,FALSE,5,Spring
5/13/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,237,28,8,12,97,139,FALSE,5,Spring
1/24/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,270,49,3,8,21,248,FALSE,1,Winter
4/16/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,238,57,3,9,28,220,FALSE,4,Spring
3/19/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,27,47,10,14,140,0,FALSE,3,Spring
2/25/2024,1,cairo general hospital,hospital,cairo,106,metformin,diabetes,49,21,15,6,83,0,FALSE,2,Winter
5/18/2024,6,delta medical center,clinic,mansoura,101,paracetamol,painkiller,37,79,4,8,30,9,FALSE,5,Spring
4/14/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,103,70,6,13,77,18,FALSE,4,Spring
6/14/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,225,44,14,8,111,106,FALSE,6,Summer
1/21/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,290,28,13,2,28,257,FALSE,1,Winter
4/10/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,275,27,9,14,128,155,FALSE,4,Spring
3/17/2024,1,cairo general hospital,hospital,cairo,101,paracetamol,painkiller,253,63,19,7,135,115,FALSE,3,Spring
2/28/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,134,49,13,3,43,93,FALSE,2,Winter
1/29/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,26,72,15,10,144,0,FALSE,1,Winter
2/22/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,46,27,4,8,30,31,FALSE,2,Winter
6/29/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,30,35,3,7,19,11,FALSE,6,Summer
5/18/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,115,69,3,3,5,114,FALSE,5,Spring
2/29/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,176,56,12,4,49,116,FALSE,2,Winter
6/18/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,273,34,15,5,77,194,FALSE,6,Summer
5/22/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,102,62,15,9,134,0,FALSE,5,Spring
3/29/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,209,70,18,6,115,92,FALSE,3,Spring
4/14/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,91,38,14,3,40,36,FALSE,4,Spring
3/2/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,122,40,6,13,82,46,FALSE,3,Spring
5/23/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,225,46,19,9,174,44,FALSE,5,Spring
3/3/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,138,33,12,11,134,9,FALSE,3,Spring
4/4/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,52,55,8,1,9,51,FALSE,4,Spring
6/21/2024,3,giza health center,clinic,giza,104,insulin,diabetes,19,77,4,4,15,20,FALSE,6,Summer
6/20/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,294,32,17,4,71,231,FALSE,6,Summer
1/4/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,121,79,8,12,97,25,FALSE,1,Winter
5/2/2024,1,cairo general hospital,hospital,cairo,106,metformin,diabetes,131,65,8,7,57,79,FALSE,5,Spring
3/23/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,154,40,16,9,140,9,FALSE,3,Spring
3/19/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,147,43,18,8,145,0,FALSE,3,Spring
4/30/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,174,78,8,6,51,116,FALSE,4,Spring
1/12/2024,3,giza health center,clinic,giza,104,insulin,diabetes,296,75,9,12,109,191,FALSE,1,Winter
3/7/2024,2,el amal pharmacy,pharmacy,cairo,101,paracetamol,painkiller,292,79,20,9,198,90,FALSE,3,Spring
3/16/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,83,31,12,4,55,41,FALSE,3,Spring
3/3/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,268,56,12,5,65,200,FALSE,3,Spring
6/13/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,258,48,7,12,84,170,FALSE,6,Summer
2/5/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,287,51,6,9,64,221,FALSE,2,Winter
